random forest  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan:1900-2023. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Evaluation of SVM, ELM and four tree-based ensemble models for predicting daily reference evapotranspiration using limited meteorological data in different climates of China","Fan, Junliang; Yue, Wenjun; Wu, Lifeng; Zhang, Fucang; Cai, Huanjie; Wang, Xiukang; Lu, Xianghui; Xiang, Youzhen","","","","AGRICULTURAL AND FOREST METEOROLOGY","DEC 15 2018","2018","263","","","","","225","241","","10.1016/j.agrformet.2018.08.019","","","204","34.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","23","45","72","62","1"
"A hybrid artificial intelligence approach using GIS-based neural-fuzzy inference system and particle swarm optimization for forest fire susceptibility modeling at a tropical area","Dieu Tien Bui; Quang-Thanh Bui; Quoc-Phi Nguyen; Pradhan, Biswajeet; Nampak, Haleh; Phan Trong Trinh","","","","AGRICULTURAL AND FOREST METEOROLOGY","FEB 15 2017","2017","233","","","","","32","44","","10.1016/j.agrformet.2016.11.002","","","190","27.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","23","38","33","38","51","1"
"Integrating satellite and climate data to predict wheat yield in Australia using machine learning approaches","Cai, Yaping; Guan, Kaiyu; Lobell, David; Potgieter, Andries B.; Wang, Shaowen; Peng, Jian; Xu, Tianfang; Asseng, Senthold; Zhang, Yongguang; You, Liangzhi; Peng, Bin","","","","AGRICULTURAL AND FOREST METEOROLOGY","AUG 15 2019","2019","274","","","","","144","159","","10.1016/j.agrformet.2019.03.010","","","181","36.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","29","77","74","0"
"Inter-annual variability of net and gross ecosystem carbon fluxes: A review","Baldocchi, Dennis; Chu, Housen; Reichstein, Markus","","","","AGRICULTURAL AND FOREST METEOROLOGY","FEB 15 2018","2018","249","","","","","520","533","","10.1016/j.agrformet.2017.05.015","","","180","30.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","14","35","40","49","41","0"
"Comparison of decision tree methods for finding active objects","Zhao, Yongheng; Zhang, Yanxia","","","","ADVANCES IN SPACE RESEARCH","2008","2008","41","12","","","","1955","1959","","10.1016/j.asr.2007.07.020","","","173","10.81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","5","4","2","7","13","14","16","24","22","16","26","17","1"
"Effects of foliage clumping on the estimation of global terrestrial gross primary productivity","Chen, Jing M.; Mo, Gang; Pisek, Jan; Liu, Jane; Deng, Feng; Ishizawa, Misa; Chan, Douglas","","","","GLOBAL BIOGEOCHEMICAL CYCLES","MAR 1 2012","2012","26","","","","","","","GB1019","10.1029/2010GB003996","","","170","14.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","12","12","10","12","15","16","18","12","27","29","1"
"Drought assessment and monitoring through blending of multi-sensor indices using machine learning approaches for different climate regions","Park, Seonyoung; Im, Jungho; Jang, Eunna; Rhee, Jinyoung","","","","AGRICULTURAL AND FOREST METEOROLOGY","JAN 15 2016","2016","216","","","","","157","169","","10.1016/j.agrformet.2015.10.011","","","161","20.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","14","15","24","32","32","36","0"
"Flux footprints within and over forest canopies","Baldocchi, D","","","","BOUNDARY-LAYER METEOROLOGY","NOV 1997","1997","85","2","","","","273","292","","10.1023/A:1000472717236","","","155","5.74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","11","4","5","11","11","6","9","8","13","3","8","8","4","6","5","5","4","2","3","4","9","3","5","0"
"Spatial prediction of flood susceptibility using random-forest and boosted-tree models in Seoul metropolitan city, Korea","Lee, Sunmin; Kim, Jeong-Cheol; Jung, Hyung-Sup; Lee, Moung Jin; Lee, Saro","","","","GEOMATICS NATURAL HAZARDS & RISK","2017","2017","8","2","","","","1185","1203","","10.1080/19475705.2017.1308971","","","151","21.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","19","36","43","44","1"
"Projected shifts of wine regions in response to climate change","Moriondo, M.; Jones, G. V.; Bois, B.; Dibari, C.; Ferrise, R.; Trombi, G.; Bindi, M.","","","","CLIMATIC CHANGE","AUG 2013","2013","119","3-4","","","","825","839","","10.1007/s10584-013-0739-y","","","149","13.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","12","19","13","21","15","20","23","21","0"
"Measurements of branch area and adjusting leaf area index indirect measurements","Kucharik, CJ; Norman, JM; Gower, ST","","","","AGRICULTURAL AND FOREST METEOROLOGY","MAY 11 1998","1998","91","1-2","","","","69","88","","10.1016/S0168-1923(98)00064-1","","","149","5.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","1","8","8","5","3","8","7","6","7","4","9","10","11","14","10","4","6","5","5","6","4","0"
"A practical scheme for correcting multiple scattering effects on optical LAI measurements","Leblanc, SG; Chen, JM","","","","AGRICULTURAL AND FOREST METEOROLOGY","DEC 27 2001","2001","110","2","","","","125","139","","10.1016/S0168-1923(01)00284-2","","","142","6.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","12","7","8","8","8","6","6","7","8","7","10","7","7","6","7","6","6","6","0"
"PM2.5 Prediction Based on Random Forest, XGBoost, and Deep Learning Using Multisource Remote Sensing Data","Joharestani, Mehdi Zamani; Cao, Chunxiang; Ni, Xiliang; Bashir, Barjeece; Talebiesfandarani, Somayeh","","","","ATMOSPHERE","JUL 2019","2019","10","7","","","","","","373","10.3390/atmos10070373","","","141","28.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","24","52","61","3"
"The 30 m annual land cover dataset and its dynamics in China from 1990 to 2019","Yang, Jie; Huang, Xin","","","","EARTH SYSTEM SCIENCE DATA","AUG 11 2021","2021","13","8","","","","3907","3925","","10.5194/essd-13-3907-2021","","","140","46.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","132","4"
"GLC_FCS30: global land-cover product with fine classification system at 30m using time-series Landsat imagery","Zhang, Xiao; Liu, Liangyun; Chen, Xidong; Gao, Yuan; Xie, Shuai; Mi, Jun","","","","EARTH SYSTEM SCIENCE DATA","JUN 15 2021","2021","13","6","","","","2753","2776","","10.5194/essd-13-2753-2021","","","139","46.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","114","1"
"A method to estimate the additional uncertainty in gap-filled NEE resulting from long gaps in the CO2 flux record","Richardson, Andrew D.; Hollinger, David Y.","","","","AGRICULTURAL AND FOREST METEOROLOGY","DEC 10 2007","2007","147","3-4","","","","199","208","","10.1016/j.agrformet.2007.06.004","","","135","7.94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4","13","10","9","11","10","8","9","5","9","9","8","18","8","0"
"Using Machine Learning to Parameterize Moist Convection: Potential for Modeling of Climate, Climate Change, and Extreme Events","O'Gorman, Paul A.; Dwyer, John G.","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","OCT 2018","2018","10","10","","","","2548","2563","","10.1029/2018MS001351","","","133","22.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","39","44","37","0"
"Comparative performance of six supervised learning methods for the development of models of hard rock pillar stability prediction","Zhou, Jian; Li, Xibing; Mitri, Hani S.","","","","NATURAL HAZARDS","OCT 2015","2015","79","1","","","","291","316","","10.1007/s11069-015-1842-3","","","132","14.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","6","17","32","46","25","0"
"Exposure assessment models for elemental components of particulate matter in an urban environment: A comparison of regression and random forest approaches","Brokamp, Cole; Jandarov, Roman; Rao, M. B.; LeMasters, Grace; Ryan, Patrick","","","","ATMOSPHERIC ENVIRONMENT","FEB 2017","2017","151","","","","","1","11","","10.1016/j.atmosenv.2016.11.066","","","130","18.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","18","22","22","32","30","0"
"Mapping the global depth to bedrock for land surface modeling","Wei Shangguan; Hengl, Tomislav; de Jesus, Jorge Mendes; Yuan, Hua; Dai, Yongjiu","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","MAR 2017","2017","9","1","","","","65","88","","10.1002/2016MS000686","","","128","18.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","12","22","34","32","25","0"
"Agricultural land change in the Carpathian ecoregion after the breakdown of socialism and expansion of the European Union","Griffiths, Patrick; Mueller, Daniel; Kuemmerle, Tobias; Hostert, Patrick","","","","ENVIRONMENTAL RESEARCH LETTERS","OCT-DEC 2013","2013","8","4","","","","","","045024","10.1088/1748-9326/8/4/045024","","","122","11.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15","13","19","19","13","12","14","12","0"
