linear regression  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan:1900-2023. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Carbon isotope ratios in tree rings respond differently to climatic variations than tree-ring width in a mesic temperate forest","Maxwell, R. Stockton; Belmecheri, Soumaya; Taylor, Alan H.; Davis, Kenneth J.; Ocheltree, Troy W.","","","","AGRICULTURAL AND FOREST METEOROLOGY","JUL 15 2020","2020","288","","","","","","","108014","10.1016/j.agrformet.2020.108014","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","2","0"
"Rainfall Kinetic Energy in Denmark: Relationship with Drop Size, Wind Speed, and Rain Rate","Tilg, Anna-Maria; Vejen, Flemming; Hasager, Charlotte Bay; Nielsen, Morten","","","","JOURNAL OF HYDROMETEOROLOGY","JUL 2020","2020","21","7","","","","1621","1637","","10.1175/JHM-D-19-0251.1","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0"
"Regional September Sea Ice Forecasting with Complex Networks and Gaussian Processes","Gregory, William; Tsamados, Michel; Stroeve, Julienne; Sollich, Peter","","","","WEATHER AND FORECASTING","JUN 2020","2020","35","3","","","","793","806","","10.1175/WAF-D-19-0107.1","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0"
"Using High-Density Rain Gauges to Validate the Accuracy of Satellite Precipitation Products over Complex Terrains","Yu, Linfei; Zhang, Yongqiang; Yang, Yonghui","","","","ATMOSPHERE","JUN 2020","2020","11","6","","","","","","633","10.3390/atmos11060633","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0"
"Gap-filling continuously-measured soil respiration data: A highlight of time-series-based methods","Zhao, Junbin; Lange, Holger; Meissner, Helge","","","","AGRICULTURAL AND FOREST METEOROLOGY","MAY 15 2020","2020","285","","","","","","","107912","10.1016/j.agrformet.2020.107912","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0"
"Estimation of solar radiation using stepwise multiple linear regression with principal component analysis in Algeria","Abdelhafidi, Nedjma; Bachari, Nour El Islam; Abdelhafidi, Zohra","","","","METEOROLOGY AND ATMOSPHERIC PHYSICS","APR 2021","2021","133","2","","","","205","216","","10.1007/s00703-020-00739-0","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","4","0"
"Regional flood frequency analysis: evaluation of regions in cluster space using support vector regression","Haddad, K.; Rahman, A.","","","","NATURAL HAZARDS","MAY 2020","2020","102","1","","","","489","517","","10.1007/s11069-020-03935-8","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","4","0"
"The spatial distribution of the normal reference values of the activated partial thromboplastin time based on ArcGIS and GeoDA","Yang, Shaofang; Ge, Miao; Li, Xiaoping; Pan, Chiqin","","","","INTERNATIONAL JOURNAL OF BIOMETEOROLOGY","MAY 2020","2020","64","5","","","","779","790","","10.1007/s00484-020-01868-2","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0"
"The impact of the extratropics on ENSO diversity and predictability","Pegion, Kathy; Selmanz, Christopher M.; Larson, Sarah; Furtado, Jason C.; Becker, Emily J.","","","","CLIMATE DYNAMICS","MAY 2020","2020","54","9-10","","","","4469","4484","","10.1007/s00382-020-05232-3","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0"
"Prioritizing the control of emission sources to mitigate PM2.5 disparity in California","Lee, Hyung Joo; Park, Hye-Youn","","","","ATMOSPHERIC ENVIRONMENT","MAR 1 2020","2020","224","","","","","","","117316","10.1016/j.atmosenv.2020.117316","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","0"
"Probability Risk of Heat- and Cold-Related Mortality to Temperature, Gender, and Age Using GAM Regression Analysis","Pyrgou, Andri; Santamouris, Mattheos","","","","CLIMATE","MAR 2020","2020","8","3","","","","","","40","10.3390/cli8030040","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","0"
"Estimation of heat-related deaths during heat wave episodes in South Korea (2006-2017)","Lim, Youn-Hee; Lee, Kyung-Shin; Bae, Hyun-Joo; Kim, Dowoo; Yoo, Hyosoon; Park, Sungwoo; Hong, Yun-Chul","","","","INTERNATIONAL JOURNAL OF BIOMETEOROLOGY","DEC 2019","2019","63","12","","","","1621","1629","","10.1007/s00484-019-01774-2","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","1","0"
"Deterministic Skill of Subseasonal Precipitation Forecasts for the East Africa-West Asia Sector from September to May","Vigaud, N.; Tippett, M. K.; Robertson, A. W.","","","","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES","NOV 27 2019","2019","124","22","","","","11887","11896","","10.1029/2019JD030747","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0"
"Effects of multiple climate change factors on the spring phenology of herbaceous plants in Inner Mongolia, China: Evidence from ground observation and controlled experiments","Huang, Wenjie; Ge, Quansheng; Wang, Huanjiong; Dai, Junhu","","","","INTERNATIONAL JOURNAL OF CLIMATOLOGY","NOV 15 2019","2019","39","13","","","","5140","5153","","10.1002/joc.6131","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","4","0"
"Temperatures across Europe: evidence of time trends","Gil-Alana, Luis A.; Sauci, Laura","","","","CLIMATIC CHANGE","DEC 2019","2019","157","3-4","","","","355","364","","10.1007/s10584-019-02568-6","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","2","0"
"Spatial-Temporal Variability of Land Surface Dry Anomalies in Climatic Aspect: Biogeophysical Insight by Meteosat Observations and SVAT Modeling","Stoyanova, Julia; Georgiev, Christo; Neytchev, Plamen; Kulishev, Andrey","","","","ATMOSPHERE","OCT 2019","2019","10","10","","","","","","636","10.3390/atmos10100636","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","4","0"
"Spatiotemporal patterns of maize and winter wheat yields in the United States: Predictability and impact from climate oscillations","Schillerberg, Tayler A.; Tian, Di; Miao, Ruiqing","","","","AGRICULTURAL AND FOREST METEOROLOGY","SEP 15 2019","2019","275","","","","","208","222","","10.1016/j.agrformet.2019.05.019","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","1","0"
"Passive Sampling as a Low-Cost Method for Monitoring Air Pollutants in the Baikal Region (Eastern Siberia)","Khuriganova, Olga I.; Obolkin, Vladimir A.; Golobokova, Liudmila P.; Bukin, Yuri S.; Khodzher, Tamara V.","","","","ATMOSPHERE","AUG 2019","2019","10","8","","","","","","470","10.3390/atmos10080470","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","2","0"
"Study on Temporal Variations of Surface Temperature and Rainfall at Conakry Airport, Guinea: 1960-2016","Loua, Rene Tato; Bencherif, Hassan; Mbatha, Nkanyiso; Begue, Nelson; Hauchecorne, Alain; Bamba, Zoumana; Sivakumar, Venkataraman","","","","CLIMATE","JUL 2019","2019","7","7","","","","","","93","10.3390/cli7070093","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","0"
"Simulating the atmospheric response to the 11-year solar cycle forcing with the UM-UKCA model: the role of detection method and natural variability","Bednarz, Ewa M.; Maycock, Amanda C.; Telford, Paul J.; Braesicke, Peter; Abraham, N. Luke; Pyle, John A.","","","","ATMOSPHERIC CHEMISTRY AND PHYSICS","APR 17 2019","2019","19","7","","","","5209","5233","","10.5194/acp-19-5209-2019","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","2","0"
"Examining relationships between cloud-resolving model parameters and total flash rates to generate lightning density maps","Bovalo, Christophe; Barthe, Christelle; Pinty, Jean-Pierre","","","","QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY","APR 2019","2019","145","720","A","","","1250","1266","","10.1002/qj.3494","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","1","0"
