tropical cyclone  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan:1900-2023. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"The Naval Research Laboratory's coupled ocean/atmosphere mesoscale prediction system (COAMPS)","Hodur, RM","","","","MONTHLY WEATHER REVIEW","JUL 1997","1997","125","7","","","","1414","1430","","10.1175/1520-0493(1997)125<1414:TNRLSC>2.0.CO;2","","","690","25.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","10","20","19","29","38","28","33","39","45","42","51","27","41","26","24","35","27","29","22","26","20","26","19","7","0"
"Atlantic Hurricane Database Uncertainty and Presentation of a New Database Format","Landsea, Christopher W.; Franklin, James L.","","","","MONTHLY WEATHER REVIEW","OCT 2013","2013","141","10","","","","3576","3592","","10.1175/MWR-D-12-00254.1","","","668","60.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","51","56","57","66","82","105","115","101","3"
"Hurricanes and global warming - Results from downscaling IPCC AR4 simulations","Emanuel, Kerry; Sundararajan, Ragoth; Williams, John","","","","BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY","MAR 2008","2008","89","3","","","","347","+","","10.1175/BAMS-89-3-347","","","634","39.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","30","46","40","53","46","51","44","40","52","34","43","50","60","37","1"
"Structure and mechanisms of South Indian Ocean climate variability","Xie, SP; Annamalai, H; Schott, FA; McCreary, JP","","","","JOURNAL OF CLIMATE","APR 15 2002","2002","15","8","","","","864","878","","10.1175/1520-0442(2002)015<0864:SAMOSI>2.0.CO;2","","","619","28.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","18","21","27","20","32","27","35","27","20","35","28","33","38","27","27","38","47","28","43","45","0"
"SENSITIVITY OF TROPICAL CYCLONES TO SURFACE EXCHANGE COEFFICIENTS AND A REVISED STEADY-STATE MODEL INCORPORATING EYE DYNAMICS","EMANUEL, KA","","","","JOURNAL OF THE ATMOSPHERIC SCIENCES","NOV 15 1995","1995","52","22","","","","3969","3976","","10.1175/1520-0469(1995)052<3969:SOTCTS>2.0.CO;2","","","586","20.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6","3","9","8","10","6","13","5","11","19","23","30","32","23","38","35","33","39","30","26","39","37","35","43","31","0"
"Stratiform precipitation in regions of convection: A meteorological paradox?","Houze, RA","","","","BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY","OCT 1997","1997","78","10","","","","2179","2196","","10.1175/1520-0477(1997)078<2179:SPIROC>2.0.CO;2","","","579","21.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","10","18","16","10","12","15","17","17","15","17","20","21","23","27","28","28","30","28","35","32","42","35","51","30","0"
"An Overview of the China Meteorological Administration Tropical Cyclone Database","Ying, Ming; Zhang, Wei; Yu, Hui; Lu, Xiaoqin; Feng, Jingxian; Fan, Yongxiang; Zhu, Yongti; Chen, Dequan","","","","JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY","FEB 2014","2014","31","2","","","","287","301","","10.1175/JTECH-D-12-00119.1","","","554","55.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","10","19","23","53","71","93","122","157","0"
"Use of a genesis potential index to diagnose ENSO effects on tropical cyclone genesis","Camargo, Suzana J.; Emanuel, Kerry A.; Sobel, Adam H.","","","","JOURNAL OF CLIMATE","OCT 2007","2007","20","19","","","","4819","4834","","10.1175/JCLI4282.1","","","548","32.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","11","22","19","38","39","30","28","40","28","50","58","62","66","49","0"
"Large-scale characteristics of rapidly intensifying tropical cyclones in the North Atlantic basin","Kaplan, J; DeMaria, M","","","","WEATHER AND FORECASTING","DEC 2003","2003","18","6","","","","1093","1108","","10.1175/1520-0434(2003)018<1093:LCORIT>2.0.CO;2","","","538","25.62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","4","13","10","8","17","20","24","21","22","33","34","41","45","51","66","65","59","2"
"Western North Pacific tropical cyclone intensity and ENSO","Camargo, SJ; Sobel, AH","","","","JOURNAL OF CLIMATE","AUG 1 2005","2005","18","15","","","","2996","3006","","10.1175/JCLI3457.1","","","500","26.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","13","12","12","24","25","22","26","22","30","37","35","45","57","43","52","42","0"
"Impact of CO2-induced warming on simulated hurricane intensity and precipitation: Sensitivity to the choice of climate model and convective parameterization","Knutson, TR; Tuleya, RE","","","","JOURNAL OF CLIMATE","SEP 2004","2004","17","18","","","","3477","3495","","10.1175/1520-0442(2004)017<3477:IOCWOS>2.0.CO;2","","","499","24.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","12","30","38","47","33","40","25","24","30","22","24","25","24","30","22","31","25","16","0"
"The midsummer drought over Mexico and Central America","Magana, V; Amador, JA; Medina, S","","","","JOURNAL OF CLIMATE","JUN 1999","1999","12","6","","","","1577","1588","","10.1175/1520-0442(1999)012<1577:TMDOMA>2.0.CO;2","","","482","19.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","12","8","5","12","12","13","23","15","19","22","22","27","19","27","23","25","43","40","46","28","34","0"
"The maximum potential intensity of tropical cyclones","Holland, GJ","","","","JOURNAL OF THE ATMOSPHERIC SCIENCES","NOV 1 1997","1997","54","21","","","","2519","2541","","10.1175/1520-0469(1997)054<2519:TMPIOT>2.0.CO;2","","","470","17.41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","8","20","17","12","9","11","12","21","21","28","26","21","20","29","25","20","17","15","17","22","18","25","23","26","1"
"MADDEN-JULIAN OSCILLATION Bridging Weather and Climate","Zhang, Chidong","","","","BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY","DEC 2013","2013","94","12","","","","1849","1870","","10.1175/BAMS-D-12-00026.1","","","468","42.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16","39","41","60","51","65","77","67","51","0"
"Simulations of Global Hurricane Climatology, Interannual Variability, and Response to Global Warming Using a 50-km Resolution GCM","Zhao, Ming; Held, Isaac M.; Lin, Shian-Jiann; Vecchi, Gabriel A.","","","","JOURNAL OF CLIMATE","DEC 2009","2009","22","24","","","","6653","6678","","10.1175/2009JCLI3049.1","","","468","31.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","24","37","43","49","40","40","37","38","36","42","34","28","0"
"Effects of vertical wind shear on the intensity and structure of numerically simulated hurricanes","Frank, WM; Ritchie, EA","","","","MONTHLY WEATHER REVIEW","2001","2001","129","9","","","","2249","2269","","10.1175/1520-0493(2001)129<2249:EOVWSO>2.0.CO;2","","","465","20.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","12","12","10","11","19","19","19","21","18","24","27","21","35","27","27","38","31","25","36","30","0"
"Meteorological characteristics and overland precipitation impacts of atmospheric rivers affecting the West Coast of North America based on eight years of SSM/I satellite observations","Neiman, Paul J.; Ralph, F. Martin; Wick, Gary A.; Lundquist, Jessica D.; Dettinger, Michael D.","","","","JOURNAL OF HYDROMETEOROLOGY","FEB 2008","2008","9","1","","","","22","47","","10.1175/2007JHM855.1","","","464","29.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","7","13","16","27","23","34","39","40","44","58","62","55","38","2"
"INTERDECADAL CHANGES IN EL-NINO ONSET IN THE LAST 4 DECADES","WANG, B","","","","JOURNAL OF CLIMATE","FEB 1995","1995","8","2","","","","267","285","","10.1175/1520-0442(1995)008<0267:ICIENO>2.0.CO;2","","","444","15.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","10","21","22","19","31","19","23","20","21","16","15","22","21","23","20","9","11","14","23","9","8","13","18","12","9","9","4","0"
"The impact of the Saharan air layer on Atlantic tropical cyclone activity","Dunion, JP; Velden, CS","","","","BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY","MAR 2004","2004","85","3","","","","353","+","","10.1175/BAMS-85-3-353","","","439","21.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","14","20","16","23","38","34","20","36","28","24","24","23","18","19","26","24","33","16","1"
"Dissipative heating and hurricane intensity","Bister, M; Emanuel, KA","","","","METEOROLOGY AND ATMOSPHERIC PHYSICS","1998","1998","65","3-4","","","","233","240","","10.1007/BF01030791","","","431","16.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","12","4","9","4","5","6","20","13","19","24","23","31","29","23","20","17","23","25","37","21","27","32","0"
"The effect of vertical shear on tropical cyclone intensity change","DeMaria, M","","","","JOURNAL OF THE ATMOSPHERIC SCIENCES","JUL 15 1996","1996","53","14","","","","2076","2087","","10.1175/1520-0469(1996)053<2076:TEOVSO>2.0.CO;2","","","425","15.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","10","12","7","7","10","7","12","16","10","7","17","12","26","24","17","29","29","22","37","35","25","30","19","0"
